epoch,phase,lr,loss,accuracy
0,train,0.001,0.4929053318589481,0.8198166489601135
0,evaluation,0.001,0.40358392573610136,0.8561000227928162
1,train,0.000999938933078422,0.3638534116020589,0.865149974822998
1,evaluation,0.000999938933078422,0.3783941108591949,0.8658999800682068
2,train,0.000999755747381037,0.3285242952644698,0.8786666393280029
2,evaluation,0.000999755747381037,0.36304033406173125,0.8711000084877014
3,train,0.000999450488106175,0.3075600262961662,0.8862833380699158
3,evaluation,0.000999450488106175,0.3521723664259609,0.8751000165939331
4,train,0.0009990232305719944,0.2884116670343159,0.892633318901062
4,evaluation,0.0009990232305719944,0.3420687438566474,0.8791999816894531
5,train,0.0009984740801978983,0.27389486925180023,0.8954333066940308
5,evaluation,0.0009984740801978983,0.33697856321365016,0.881600022315979
6,train,0.0009978031724785245,0.2601076921642716,0.9020500183105469
6,evaluation,0.0009978031724785245,0.3418410644878315,0.8831999897956848
7,train,0.000997010672950314,0.2476531240159769,0.9064499735832214
7,evaluation,0.000997010672950314,0.32999016231373896,0.8895000219345093
8,train,0.0009960967771506664,0.23496776854178544,0.911050021648407
8,evaluation,0.0009960967771506664,0.3284747538310063,0.8913000226020813
9,train,0.0009950617105696957,0.22698184104362276,0.9133999943733215
9,evaluation,0.0009950617105696957,0.329987336185914,0.8902000188827515
10,train,0.0009939057285945929,0.21750287613126515,0.9176999926567078
10,evaluation,0.0009939057285945929,0.34153349839056596,0.8847000002861023
11,train,0.0009926291164466126,0.20956415149258145,0.9202333092689514
11,evaluation,0.0009926291164466126,0.3496924505769452,0.8891000151634216
12,train,0.0009912321891107005,0.19957892093132298,0.9233999848365784
12,evaluation,0.0009912321891107005,0.33502612046048613,0.8960000276565552
13,train,0.0009897152912577737,0.19294513047122752,0.9253166913986206
13,evaluation,0.0009897152912577737,0.3534840695277045,0.8962000012397766
14,train,0.0009880787971596797,0.18589171381202588,0.9288333058357239
14,evaluation,0.0009880787971596797,0.35695333436980275,0.897599995136261
15,train,0.0009863231105968495,0.17940560318450174,0.9314000010490417
15,evaluation,0.0009863231105968495,0.3826967428756666,0.8920000195503235
16,train,0.000984448664758672,0.1730191302277259,0.9332000017166138
16,evaluation,0.000984448664758672,0.37962363316099856,0.896399974822998
17,train,0.0009824559221366096,0.16636282179369602,0.9348666667938232
17,evaluation,0.0009824559221366096,0.3608152287293084,0.8977000117301941
18,train,0.0009803453744100864,0.16039361212172235,0.9379666447639465
18,evaluation,0.0009803453744100864,0.3819995888426334,0.8978999853134155
19,train,0.0009781175423251728,0.1572679690698952,0.9391499757766724
19,evaluation,0.0009781175423251728,0.3744388261833523,0.8992999792098999
20,train,0.0009757729755661004,0.14871713640625034,0.9429000020027161
20,evaluation,0.0009757729755661004,0.3977715608817113,0.9004999995231628
21,train,0.0009733122526196342,0.14518034789385573,0.9437166452407837
21,evaluation,0.0009733122526196342,0.4043807857021501,0.8968999981880188
22,train,0.000970735980632341,0.14119077303103292,0.9456666707992554
22,evaluation,0.000970735980632341,0.38771549650008164,0.9017000198364258
23,train,0.0009680447952607838,0.13604077947800602,0.9476000070571899
