epoch,phase,lr,loss,accuracy
0,train,0.001,2.06259566896102,0.22439999878406525
0,evaluation,0.001,1.7843162213699728,0.33309999108314514
1,train,0.0009999728588359286,1.8446989797265327,0.3158800005912781
1,evaluation,0.0009999728588359286,1.5959301447566552,0.41040000319480896
2,train,0.0009998914383200486,1.7265399450536274,0.36937999725341797
2,evaluation,0.0009998914383200486,1.5377548585964154,0.44339999556541443
3,train,0.0009997557473810372,1.6387762986790493,0.4022800028324127
3,evaluation,0.0009997557473810372,1.3177497884895228,0.517799973487854
4,train,0.000999565800898935,1.5840698590363993,0.424919992685318
4,evaluation,0.000999565800898935,1.2724304304847234,0.5421000123023987
5,train,0.0009993216197035143,1.5429153366162038,0.44113999605178833
5,evaluation,0.0009993216197035143,1.2381718988660015,0.5562000274658203
6,train,0.0009990232305719946,1.5136752198724186,0.4547800123691559
6,evaluation,0.0009990232305719946,1.2028021510643294,0.566100001335144
7,train,0.0009986706662261067,1.4682911216755352,0.4704200029373169
7,evaluation,0.0009986706662261067,1.1961051580272144,0.5692999958992004
8,train,0.0009982639653285047,1.4552555791557293,0.47666001319885254
8,evaluation,0.0009982639653285047,1.0791726300988016,0.6089000105857849
9,train,0.0009978031724785245,1.4183565826367235,0.4917599856853485
9,evaluation,0.0009978031724785245,1.1544179237341579,0.5803999900817871
10,train,0.0009972883382072953,1.4017869987146323,0.49983999133110046
10,evaluation,0.0009972883382072953,1.1109601296956026,0.5982999801635742
11,train,0.0009967195189721962,1.3849010918756275,0.5048999786376953
11,evaluation,0.0009967195189721962,1.0540640618227706,0.6230999827384949
12,train,0.0009960967771506667,1.3772863692334851,0.5080599784851074
12,evaluation,0.0009960967771506667,1.0658955498586726,0.6165000200271606
13,train,0.0009954201810333646,1.3541048600545624,0.5165600180625916
13,evaluation,0.0009954201810333646,1.0701994963839083,0.6230999827384949
14,train,0.0009946898048166792,1.3471518075069808,0.5184800028800964
14,evaluation,0.0009946898048166792,1.155056737646272,0.6040999889373779
15,train,0.000993905728594593,1.3198582272395454,0.5294399857521057
15,evaluation,0.000993905728594593,1.0621713912939723,0.6284999847412109
16,train,0.0009930680383498998,1.3103805042593681,0.5302600264549255
16,evaluation,0.0009930680383498998,0.9881991223443912,0.6410999894142151
17,train,0.0009921768259447744,1.3042214962527574,0.5374000072479248
17,evaluation,0.0009921768259447744,0.9591922729830199,0.657800018787384
18,train,0.0009912321891107007,1.2871865137763645,0.5448200106620789
18,evaluation,0.0009912321891107007,0.970521096941791,0.6607000231742859
19,train,0.0009902342314377522,1.2809578312937255,0.5475199818611145
19,evaluation,0.0009902342314377522,1.0037105951128127,0.6550999879837036
20,train,0.0009891830623632338,1.2686412871036383,0.5496000051498413
20,evaluation,0.0009891830623632338,0.917449851579304,0.6786999702453613
21,train,0.00098807879715968,1.2638810162654008,0.5521199703216553
21,evaluation,0.00098807879715968,0.9404939337621762,0.6762999892234802
22,train,0.0009869215569222143,1.2523063476128347,0.553820013999939
22,evaluation,0.0009869215569222143,1.044663139536411,0.64410001039505
23,train,0.0009857114685552697,1.2513701368475814,0.555679976940155
23,evaluation,0.0009857114685552697,0.9300330462335031,0.6733999848365784
24,train,0.0009844486647586721,1.2351844048561038,0.5625399947166443
24,evaluation,0.0009844486647586721,0.9334782882581784,0.6693000197410583
25,train,0.0009831332840130884,1.2279819481817962,0.5678799748420715
25,evaluation,0.0009831332840130884,0.9121787676328346,0.6847000122070312
26,train,0.0009817654705648405,1.2322890029843812,0.5644999742507935
26,evaluation,0.0009817654705648405,0.8727946673767476,0.6959999799728394
27,train,0.0009803453744100864,1.2182698571468558,0.569599986076355
27,evaluation,0.0009803453744100864,0.8956288506713095,0.6815000176429749
28,train,0.0009788731512783728,1.2127157089960239,0.5724200010299683
28,evaluation,0.0009788731512783728,0.8521209977850129,0.70169997215271
29,train,0.0009773489626155566,1.204570835508654,0.5752599835395813
29,evaluation,0.0009773489626155566,0.9625800493397291,0.6751999855041504
30,train,0.0009757729755661006,1.2037268773369167,0.5752599835395813
30,evaluation,0.0009757729755661006,0.8789956690389898,0.6922000050544739
31,train,0.0009741453629547445,1.1952211391895324,0.57669997215271
31,evaluation,0.0009741453629547445,0.8571236141120331,0.7031999826431274
32,train,0.0009724663032675527,1.1895646059604557,0.5795400142669678
32,evaluation,0.0009724663032675527,0.8540085214602796,0.6924999952316284
33,train,0.0009707359806323412,1.1876013364328448,0.5788800120353699
33,evaluation,0.0009707359806323412,0.9200432632542863,0.6808000206947327
34,train,0.0009689545847984858,1.186429203928584,0.5824199914932251
34,evaluation,0.0009689545847984858,0.9051222522047502,0.6855000257492065
35,train,0.0009671223111161144,1.1825702980046382,0.5812399983406067
35,evaluation,0.0009671223111161144,0.8963396179525158,0.6884999871253967
36,train,0.000965239360514684,1.1687851029893626,0.585099995136261
36,evaluation,0.000965239360514684,0.8559317581261261,0.7026000022888184
37,train,0.000963305939480947,1.1649646519699974,0.5880200266838074
37,evaluation,0.000963305939480947,0.8507947850076458,0.705299973487854
38,train,0.0009613222600363074,1.1556719570513576,0.5909600257873535
38,evaluation,0.0009613222600363074,0.9088431611845765,0.6823999881744385
39,train,0.0009592885397135703,1.1566826079202734,0.5947800278663635
39,evaluation,0.0009592885397135703,0.8339561797395537,0.7085999846458435
40,train,0.0009572050015330871,1.1570063594662015,0.5946800112724304
40,evaluation,0.0009572050015330871,0.8447799735431429,0.7019000053405762
41,train,0.0009550718739782986,1.1489930944064695,0.5958399772644043
41,evaluation,0.0009550718739782986,0.8811977173708663,0.6912999749183655
42,train,0.0009528893909706794,1.1520258357457798,0.594219982624054
42,evaluation,0.0009528893909706794,0.8059011048908475,0.7160000205039978
43,train,0.0009506577918440856,1.1411853211615093,0.5968199968338013
43,evaluation,0.0009506577918440856,0.8422954218297065,0.7117999792098999
44,train,0.000948377321318509,1.145295950762756,0.5972599983215332
44,evaluation,0.000948377321318509,0.8188777230208433,0.717199981212616
45,train,0.0009460482294732416,1.1396279498134427,0.600380003452301
45,evaluation,0.0009460482294732416,0.8628107015090652,0.6998999714851379
46,train,0.0009436707717194508,1.1373841931752842,0.5999799966812134
46,evaluation,0.0009436707717194508,0.8201209291627135,0.7152000069618225
47,train,0.0009412452087721706,1.12808061423509,0.6050999760627747
47,evaluation,0.0009412452087721706,0.8184980508647387,0.7153000235557556
48,train,0.000938771806621712,1.1279412107089597,0.6045200228691101
48,evaluation,0.000938771806621712,0.7949131312249582,0.7200999855995178
49,train,0.0009362508365044934,1.1242438205672651,0.6081200242042542
49,evaluation,0.0009362508365044934,0.8218978967847703,0.7218000292778015
50,train,0.0009336825748732968,1.1309503530297438,0.6003599762916565
50,evaluation,0.0009336825748732968,0.8327459157267704,0.7093999981880188
51,train,0.0009310673033669517,1.1134193600596065,0.6065199971199036
51,evaluation,0.0009310673033669517,0.8405556995657426,0.7095000147819519
52,train,0.0009284053087794505,1.1156419584208437,0.6096400022506714
52,evaluation,0.0009284053087794505,0.8266655350033241,0.7166000008583069
53,train,0.0009256968830284974,1.1188333440009894,0.6086599826812744
53,evaluation,0.0009256968830284974,0.8141079824182051,0.7168999910354614
54,train,0.0009229423231234972,1.110730949570151,0.6089000105857849
54,evaluation,0.0009229423231234972,0.8006636734250225,0.7250000238418579
55,train,0.0009201419311329846,1.1142890267359935,0.6101599931716919
55,evaluation,0.0009201419311329846,0.8076119407822814,0.7195000052452087
56,train,0.0009172960141514989,1.1057061071286116,0.6109799742698669
56,evaluation,0.0009172960141514989,0.8146481083918221,0.7192999720573425
57,train,0.0009144048842659077,1.1037854059882786,0.611020028591156
57,evaluation,0.0009144048842659077,0.7850226752365692,0.7329000234603882
58,train,0.0009114688585211832,1.099034780584028,0.6147199869155884
58,evaluation,0.0009114688585211832,0.784473176243939,0.7305999994277954
59,train,0.0009084882588856339,1.0981154139999234,0.6146399974822998
59,evaluation,0.0009084882588856339,0.7670051165019409,0.7368999719619751
60,train,0.0009054634122155986,1.0946995173878682,0.615559995174408
