epoch,phase,lr,loss,accuracy
0,train,0.001,2.1022475790184783,0.21017999947071075
0,evaluation,0.001,1.8061152289185343,0.3131999969482422
1,train,0.0009999728588359286,1.934921233550362,0.2756800055503845
1,evaluation,0.0009999728588359286,1.7074832901169983,0.36309999227523804
2,train,0.0009998914383200486,1.8709543717791661,0.3047400116920471
2,evaluation,0.0009998914383200486,1.6366730400278597,0.38679999113082886
3,train,0.0009997557473810372,1.8024387283398366,0.3389599919319153
3,evaluation,0.0009997557473810372,1.5395894261855114,0.42239999771118164
4,train,0.000999565800898935,1.7606641666968461,0.35491999983787537
4,evaluation,0.000999565800898935,1.5028230057487004,0.4544999897480011
5,train,0.0009993216197035143,1.7222414449657626,0.3704400062561035
5,evaluation,0.0009993216197035143,1.4420210726653473,0.47589999437332153
6,train,0.0009990232305719946,1.7083212942113657,0.3799799978733063
6,evaluation,0.0009990232305719946,1.4391685935515393,0.47519999742507935
7,train,0.0009986706662261067,1.6751211735293687,0.3921400010585785
7,evaluation,0.0009986706662261067,1.3638850390156614,0.5012999773025513
8,train,0.0009982639653285047,1.6588334220144756,0.39833998680114746
8,evaluation,0.0009982639653285047,1.3703155577937258,0.5065000057220459
9,train,0.0009978031724785245,1.6379825203010188,0.4052000045776367
9,evaluation,0.0009978031724785245,1.3366781141184554,0.5149000287055969
10,train,0.0009972883382072953,1.6169423578340378,0.41543999314308167
10,evaluation,0.0009972883382072953,1.3008682773083071,0.5289000272750854
11,train,0.0009967195189721962,1.603688326028302,0.41703999042510986
11,evaluation,0.0009967195189721962,1.332473241830174,0.5218999981880188
12,train,0.0009960967771506667,1.6011533020707347,0.4207000136375427
12,evaluation,0.0009960967771506667,1.3115567300893083,0.5281999707221985
13,train,0.0009954201810333646,1.5815134807620816,0.42739999294281006
13,evaluation,0.0009954201810333646,1.2667007778264299,0.5425999760627747
14,train,0.0009946898048166792,1.5739349602433421,0.43160000443458557
14,evaluation,0.0009946898048166792,1.2475829486605488,0.5472000241279602
